Temperature,TotalWireLength,,Cooling  Rate,0.95,0.9,0.85,0.8,0.75
2371.78,6922,,,,,,,
2253.19,7019,,,,,,,
2140.53,6955,,,,,,,
2033.5,6746,,,,,,,
1931.83,6487,,,,,,,
1835.24,6995,,,,,,,
1743.48,6881,,,,,,,
1656.3,6793,,,,,,,
1573.49,6777,,,,,,,
1494.81,6622,,,,,,,
1420.07,6694,,,,,,,
1349.07,6872,,,,,,,
1281.61,6589,,,,,,,
1217.53,6752,,,,,,,
1156.66,7006,,,,,,,
1098.82,6779,,,,,,,
1043.88,6790,,,,,,,
991.689,6966,,,,,,,
942.105,6938,,,,,,,
894.999,6967,,,,,,,
850.25,6901,,,,,,,
807.737,6720,,,,,,,
767.35,6928,,,,,,,
728.983,6909,,,,,,,
692.534,6772,,,,,,,
657.907,6967,,,,,,,
625.012,6791,,,,,,,
593.761,7092,,,,,,,
564.073,6786,,,,,,,
535.869,6889,,,,,,,
509.076,6767,,,,,,,
483.622,6706,,,,,,,
459.441,6759,,,,,,,
436.469,6794,,,,,,,
414.645,6883,,,,,,,
393.913,7022,,,,,,,
374.217,6784,,,,,,,
355.507,6646,,,,,,,
337.731,7020,,,,,,,
320.845,6856,,,,,,,
304.802,6710,,,,,,,
289.562,6974,,,,,,,
275.084,6858,,,,,,,
261.33,6954,,,,,,,
248.264,6840,,,,,,,
235.85,6667,,,,,,,
224.058,6882,,,,,,,
212.855,6775,,,,,,,
202.212,6640,,,,,,,
192.102,6852,,,,,,,
182.497,6958,,,,,,,
173.372,6782,,,,,,,
164.703,6838,,,,,,,
156.468,6809,,,,,,,
148.645,6944,,,,,,,
141.212,6863,,,,,,,
134.152,6941,,,,,,,
127.444,6836,,,,,,,
121.072,6814,,,,,,,
115.018,6813,,,,,,,
109.267,6782,,,,,,,
103.804,6718,,,,,,,
98.6138,6765,,,,,,,
93.6831,6851,,,,,,,
88.999,6790,,,,,,,
84.549,6982,,,,,,,
80.3216,6763,,,,,,,
76.3055,6871,,,,,,,
72.4902,6571,,,,,,,
68.8657,6620,,,,,,,
65.4224,6695,,,,,,,
62.1513,6651,,,,,,,
59.0437,6713,,,,,,,
56.0916,6477,,,,,,,
53.287,6575,,,,,,,
50.6226,6573,,,,,,,
48.0915,6713,,,,,,,
45.6869,6580,,,,,,,
43.4026,6406,,,,,,,
41.2324,6475,,,,,,,
39.1708,6645,,,,,,,
37.2123,6343,,,,,,,
35.3517,6589,,,,,,,
33.5841,6471,,,,,,,
31.9049,6440,,,,,,,
30.3096,6392,,,,,,,
28.7942,6524,,,,,,,
27.3544,6326,,,,,,,
25.9867,6514,,,,,,,
24.6874,6225,,,,,,,
23.453,6215,,,,,,,
22.2804,6229,,,,,,,
21.1663,6346,,,,,,,
20.108,6154,,,,,,,
19.1026,6293,,,,,,,
18.1475,6142,,,,,,,
17.2401,6012,,,,,,,
16.3781,6056,,,,,,,
15.5592,6195,,,,,,,
14.7813,5989,,,,,,,
14.0422,5716,,,,,,,
13.3401,5712,,,,,,,
12.6731,5845,,,,,,,
12.0394,5970,,,,,,,
11.4375,5873,,,,,,,
10.8656,5830,,,,,,,
10.3223,5689,,,,,,,
9.80618,5697,,,,,,,
9.31588,5543,,,,,,,
8.85008,5481,,,,,,,
8.40758,5286,,,,,,,
7.9872,5240,,,,,,,
7.58784,5261,,,,,,,
7.20845,4962,,,,,,,
6.84802,5250,,,,,,,
6.50562,5004,,,,,,,
6.18034,4996,,,,,,,
5.87132,4697,,,,,,,
5.57776,4872,,,,,,,
5.29887,4639,,,,,,,
5.03393,4533,,,,,,,
4.78223,4165,,,,,,,
4.54312,4258,,,,,,,
4.31596,4228,,,,,,,
4.10017,3967,,,,,,,
3.89516,3846,,,,,,,
3.7004,3835,,,,,,,
3.51538,3902,,,,,,,
3.33961,3597,,,,,,,
3.17263,3577,,,,,,,
3.014,3563,,,,,,,
2.8633,3505,,,,,,,
2.72013,3288,,,,,,,
2.58413,3297,,,,,,,
2.45492,3158,,,,,,,
2.33217,3130,,,,,,,
2.21557,3101,,,,,,,
2.10479,3009,,,,,,,
1.99955,2908,,,,,,,
1.89957,2836,,,,,,,
1.80459,2834,,,,,,,
1.71436,2734,,,,,,,
1.62864,2691,,,,,,,
1.54721,2646,,,,,,,
1.46985,2616,,,,,,,
1.39636,2576,,,,,,,
1.32654,2496,,,,,,,
1.26021,2467,,,,,,,
1.1972,2462,,,,,,,
1.13734,2448,,,,,,,
1.08048,2415,,,,,,,
1.02645,2354,,,,,,,
0.975129,2319,,,,,,,
0.926373,2331,,,,,,,
0.880054,2303,,,,,,,
0.836052,2258,,,,,,,
0.794249,2232,,,,,,,
0.754537,2230,,,,,,,
0.71681,2191,,,,,,,
0.680969,2180,,,,,,,
0.646921,2162,,,,,,,
0.614575,2151,,,,,,,
0.583846,2129,,,,,,,
0.554654,2108,,,,,,,
0.526921,2103,,,,,,,
0.500575,2101,,,,,,,
0.475546,2086,,,,,,,
0.451769,2071,,,,,,,
0.42918,2059,,,,,,,
0.407721,2051,,,,,,,
0.387335,2041,,,,,,,
0.367969,2038,,,,,,,
0.34957,2028,,,,,,,
0.332092,2023,,,,,,,
0.315487,2006,,,,,,,
0.299713,1999,,,,,,,
0.284727,1995,,,,,,,
0.270491,1988,,,,,,,
0.256966,1983,,,,,,,
0.244118,1976,,,,,,,
0.231912,1971,,,,,,,
0.220316,1971,,,,,,,
0.209301,1964,,,,,,,
0.198836,1959,,,,,,,
0.188894,1959,,,,,,,
0.179449,1958,,,,,,,
0.170477,1956,,,,,,,
0.161953,1952,,,,,,,
0.153855,1949,,,,,,,
0.146162,1948,,,,,,,
0.138854,1948,,,,,,,
0.131912,1945,,,,,,,
0.125316,1943,,,,,,,
0.11905,1941,,,,,,,
0.113098,1938,,,,,,,
0.107443,1935,,,,,,,
0.102071,1934,,,,,,,
0.0969671,1934,,,,,,,
0.0921188,1932,,,,,,,
0.0875128,1929,,,,,,,
0.0831372,1926,,,,,,,
0.0789803,1925,,,,,,,
0.0750313,1923,,,,,,,
0.0712797,1921,,,,,,,
0.0677158,1914,,,,,,,
0.06433,1911,,,,,,,
0.0611135,1910,,,,,,,
0.0580578,1909,,,,,,,
0.0551549,1908,,,,,,,
0.0523972,1907,,,,,,,
0.0497773,1905,,,,,,,
0.0472884,1904,,,,,,,
0.044924,1902,,,,,,,
0.0426778,1902,,,,,,,
0.0405439,1901,,,,,,,
0.0385167,1901,,,,,,,
0.0365909,1899,,,,,,,
0.0347613,1898,,,,,,,
0.0330233,1898,,,,,,,
0.0313721,1898,,,,,,,
0.0298035,1898,,,,,,,
0.0283133,1898,,,,,,,
0.0268977,1896,,,,,,,
0.0255528,1896,,,,,,,
0.0242751,1895,,,,,,,
0.0230614,1895,,,,,,,
0.0219083,1895,,,,,,,
0.0208129,1895,,,,,,,
0.0197723,1895,,,,,,,
0.0187836,1894,,,,,,,
0.0178445,1893,,,,,,,
0.0169522,1893,,,,,,,
0.0161046,1893,,,,,,,
0.0152994,1893,,,,,,,
0.0145344,1893,,,,,,,
0.0138077,1893,,,,,,,
0.0131173,1893,,,,,,,
0.0124615,1893,,,,,,,
0.0118384,1893,,,,,,,
0.0112465,1893,,,,,,,
0.0106841,1893,,,,,,,
0.0101499,1893,,,,,,,
0.00964244,1892,,,,,,,
0.00916031,1892,,,,,,,
0.0087023,1892,,,,,,,
0.00826718,1892,,,,,,,
0.00785382,1892,,,,,,,
0.00746113,1892,,,,,,,
0.00708808,1892,,,,,,,
0.00673367,1892,,,,,,,
0.00639699,1892,,,,,,,
0.00607714,1891,,,,,,,
0.00577328,1890,,,,,,,
0.00548462,1890,,,,,,,
0.00521039,1889,,,,,,,
0.00494987,1886,,,,,,,
0.00470237,1886,,,,,,,
0.00446726,1886,,,,,,,
0.00424389,1886,,,,,,,
0.0040317,1885,,,,,,,
0.00383011,1885,,,,,,,
0.00363861,1885,,,,,,,
0.00345668,1885,,,,,,,
0.00328384,1885,,,,,,,
0.00311965,1884,,,,,,,
0.00296367,1884,,,,,,,
0.00281549,1884,,,,,,,
0.00267471,1884,,,,,,,
0.00254098,1884,,,,,,,
0.00241393,1884,,,,,,,
0.00229323,1884,,,,,,,
0.00217857,1884,,,,,,,
0.00206964,1884,,,,,,,
0.00196616,1883,,,,,,,
0.00186785,1883,,,,,,,
0.00177446,1882,,,,,,,
0.00168574,1882,,,,,,,
0.00160145,1882,,,,,,,
0.00152138,1882,,,,,,,
0.00144531,1881,,,,,,,
0.00137304,1881,,,,,,,
0.00130439,1880,,,,,,,
0.00123917,1879,,,,,,,
0.00117721,1879,,,,,,,
0.00111835,1879,,,,,,,
0.00106243,1879,,,,,,,
0.00100931,1878,,,,,,,
0.000958846,1878,,,,,,,
0.000910904,1878,,,,,,,
0.000865359,1878,,,,,,,
0.000822091,1878,,,,,,,
0.000780986,1878,,,,,,,
0.000741937,1877,,,,,,,
0.00070484,1876,,,,,,,
0.000669598,1876,,,,,,,
0.000636118,1876,,,,,,,
0.000604312,1876,,,,,,,
0.000574097,1875,,,,,,,
0.000545392,1875,,,,,,,
0.000518122,1875,,,,,,,
0.000492216,1874,,,,,,,
0.000467605,1874,,,,,,,
0.000444225,1874,,,,,,,
0.000422014,1874,,,,,,,
0.000400913,1874,,,,,,,
0.000380867,1874,,,,,,,
0.000361824,1873,,,,,,,
0.000343733,1873,,,,,,,
0.000326546,1872,,,,,,,
0.000310219,1872,,,,,,,
0.000294708,1872,,,,,,,
0.000279973,1872,,,,,,,
0.000265974,1872,,,,,,,
0.000252675,1871,,,,,,,
0.000240042,1871,,,,,,,
0.000228039,1871,,,,,,,
0.000216637,1871,,,,,,,
0.000205806,1871,,,,,,,
0.000195515,1871,,,,,,,
0.00018574,1871,,,,,,,
0.000176453,1871,,,,,,,
0.00016763,1871,,,,,,,
0.000159248,1871,,,,,,,
0.000151286,1871,,,,,,,
0.000143722,1870,,,,,,,
0.000136536,1870,,,,,,,
0.000129709,1870,,,,,,,
0.000123223,1870,,,,,,,
0.000117062,1870,,,,,,,
0.000111209,1870,,,,,,,
0.000105649,1869,,,,,,,
0.000100366,1868,,,,,,,
