Temperature,TotalWireLength,,,,,,,
2500,5,,Cooling  Rate,0.95,0.9,0.85,0.8,0.75
2375,4,,Total Wire Length,4,4,4,4,4
2256.25,4,,,,,,,
2143.44,4,,,,,,,
2036.27,4,,,,,,,
1934.45,5,,,,,,,
1837.73,4,,,,,,,
1745.84,4,,,,,,,
1658.55,5,,,,,,,
1575.62,5,,,,,,,
1496.84,5,,,,,,,
1422,4,,,,,,,
1350.9,4,,,,,,,
1283.36,4,,,,,,,
1219.19,4,,,,,,,
1158.23,4,,,,,,,
1100.32,5,,,,,,,
1045.3,5,,,,,,,
993.036,5,,,,,,,
943.384,4,,,,,,,
896.215,4,,,,,,,
851.404,4,,,,,,,
808.834,4,,,,,,,
768.392,5,,,,,,,
729.973,5,,,,,,,
693.474,5,,,,,,,
658.8,4,,,,,,,
625.86,5,,,,,,,
594.567,4,,,,,,,
564.839,4,,,,,,,
536.597,5,,,,,,,
509.767,5,,,,,,,
484.279,4,,,,,,,
460.065,4,,,,,,,
437.062,5,,,,,,,
415.208,4,,,,,,,
394.448,5,,,,,,,
374.726,5,,,,,,,
355.989,5,,,,,,,
338.19,5,,,,,,,
321.28,4,,,,,,,
305.216,5,,,,,,,
289.956,5,,,,,,,
275.458,4,,,,,,,
261.685,5,,,,,,,
248.601,4,,,,,,,
236.171,4,,,,,,,
224.362,5,,,,,,,
213.144,5,,,,,,,
202.487,5,,,,,,,
192.362,4,,,,,,,
182.744,5,,,,,,,
173.607,5,,,,,,,
164.927,5,,,,,,,
156.68,5,,,,,,,
148.846,5,,,,,,,
141.404,5,,,,,,,
134.334,4,,,,,,,
127.617,5,,,,,,,
121.236,4,,,,,,,
115.174,5,,,,,,,
109.416,5,,,,,,,
103.945,5,,,,,,,
98.7477,5,,,,,,,
93.8103,5,,,,,,,
89.1198,5,,,,,,,
84.6638,5,,,,,,,
80.4306,5,,,,,,,
76.4091,5,,,,,,,
72.5887,5,,,,,,,
68.9592,5,,,,,,,
65.5113,5,,,,,,,
62.2357,5,,,,,,,
59.1239,4,,,,,,,
56.1677,4,,,,,,,
53.3593,5,,,,,,,
50.6914,5,,,,,,,
48.1568,4,,,,,,,
45.749,4,,,,,,,
43.4615,4,,,,,,,
41.2884,5,,,,,,,
39.224,5,,,,,,,
37.2628,4,,,,,,,
35.3997,5,,,,,,,
33.6297,4,,,,,,,
31.9482,4,,,,,,,
30.3508,5,,,,,,,
28.8333,5,,,,,,,
27.3916,4,,,,,,,
26.022,4,,,,,,,
24.7209,5,,,,,,,
23.4849,4,,,,,,,
22.3106,5,,,,,,,
21.1951,4,,,,,,,
20.1353,5,,,,,,,
19.1286,4,,,,,,,
18.1721,4,,,,,,,
17.2635,4,,,,,,,
16.4004,5,,,,,,,
15.5803,5,,,,,,,
14.8013,5,,,,,,,
14.0613,4,,,,,,,
13.3582,4,,,,,,,
12.6903,4,,,,,,,
12.0558,4,,,,,,,
11.453,5,,,,,,,
10.8803,5,,,,,,,
10.3363,5,,,,,,,
9.8195,5,,,,,,,
9.32853,5,,,,,,,
8.8621,5,,,,,,,
8.41899,5,,,,,,,
7.99804,5,,,,,,,
7.59814,4,,,,,,,
7.21823,5,,,,,,,
6.85732,5,,,,,,,
6.51446,5,,,,,,,
6.18873,5,,,,,,,
5.8793,5,,,,,,,
5.58533,5,,,,,,,
5.30607,5,,,,,,,
5.04076,5,,,,,,,
4.78872,4,,,,,,,
4.54929,5,,,,,,,
4.32182,4,,,,,,,
4.10573,5,,,,,,,
3.90045,5,,,,,,,
3.70542,4,,,,,,,
3.52015,5,,,,,,,
3.34414,5,,,,,,,
3.17694,4,,,,,,,
3.01809,5,,,,,,,
2.86719,5,,,,,,,
2.72383,4,,,,,,,
2.58764,4,,,,,,,
2.45825,5,,,,,,,
2.33534,5,,,,,,,
2.21857,5,,,,,,,
2.10765,5,,,,,,,
2.00226,4,,,,,,,
1.90215,4,,,,,,,
1.80704,5,,,,,,,
1.71669,4,,,,,,,
1.63086,5,,,,,,,
1.54931,5,,,,,,,
1.47185,4,,,,,,,
1.39825,4,,,,,,,
1.32834,4,,,,,,,
1.26193,5,,,,,,,
1.19883,5,,,,,,,
1.13889,4,,,,,,,
1.08194,5,,,,,,,
1.02785,4,,,,,,,
0.976454,4,,,,,,,
0.927631,5,,,,,,,
0.881249,5,,,,,,,
0.837187,4,,,,,,,
0.795328,4,,,,,,,
0.755561,4,,,,,,,
0.717783,4,,,,,,,
0.681894,4,,,,,,,
0.647799,4,,,,,,,
0.615409,4,,,,,,,
0.584639,4,,,,,,,
0.555407,4,,,,,,,
0.527637,4,,,,,,,
0.501255,4,,,,,,,
0.476192,5,,,,,,,
0.452382,5,,,,,,,
0.429763,5,,,,,,,
0.408275,4,,,,,,,
0.387861,5,,,,,,,
0.368468,4,,,,,,,
0.350045,4,,,,,,,
0.332543,4,,,,,,,
0.315915,4,,,,,,,
0.30012,5,,,,,,,
0.285114,4,,,,,,,
0.270858,4,,,,,,,
0.257315,4,,,,,,,
0.244449,4,,,,,,,
0.232227,4,,,,,,,
0.220616,4,,,,,,,
0.209585,4,,,,,,,
0.199106,4,,,,,,,
0.18915,4,,,,,,,
0.179693,4,,,,,,,
0.170708,4,,,,,,,
0.162173,4,,,,,,,
0.154064,4,,,,,,,
0.146361,4,,,,,,,
0.139043,4,,,,,,,
0.132091,4,,,,,,,
0.125486,4,,,,,,,
0.119212,4,,,,,,,
0.113251,4,,,,,,,
0.107589,4,,,,,,,
0.102209,4,,,,,,,
0.0970988,4,,,,,,,
0.0922439,4,,,,,,,
0.0876317,4,,,,,,,
0.0832501,4,,,,,,,
0.0790876,4,,,,,,,
0.0751332,4,,,,,,,
0.0713765,4,,,,,,,
0.0678077,4,,,,,,,
0.0644173,4,,,,,,,
0.0611965,4,,,,,,,
0.0581366,4,,,,,,,
0.0552298,4,,,,,,,
0.0524683,4,,,,,,,
0.0498449,4,,,,,,,
0.0473527,4,,,,,,,
0.044985,4,,,,,,,
0.0427358,4,,,,,,,
0.040599,4,,,,,,,
0.038569,4,,,,,,,
0.0366406,4,,,,,,,
0.0348086,4,,,,,,,
0.0330681,4,,,,,,,
0.0314147,4,,,,,,,
0.029844,4,,,,,,,
0.0283518,4,,,,,,,
0.0269342,4,,,,,,,
0.0255875,4,,,,,,,
0.0243081,4,,,,,,,
0.0230927,4,,,,,,,
0.0219381,4,,,,,,,
0.0208412,4,,,,,,,
0.0197991,4,,,,,,,
0.0188092,4,,,,,,,
0.0178687,4,,,,,,,
0.0169753,4,,,,,,,
0.0161265,4,,,,,,,
0.0153202,4,,,,,,,
0.0145542,4,,,,,,,
0.0138265,4,,,,,,,
0.0131351,4,,,,,,,
0.0124784,4,,,,,,,
0.0118545,4,,,,,,,
0.0112617,4,,,,,,,
0.0106986,4,,,,,,,
0.0101637,4,,,,,,,
0.00965553,4,,,,,,,
0.00917275,4,,,,,,,
0.00871412,4,,,,,,,
0.00827841,4,,,,,,,
0.00786449,4,,,,,,,
0.00747126,4,,,,,,,
0.0070977,4,,,,,,,
0.00674282,4,,,,,,,
0.00640568,4,,,,,,,
0.00608539,4,,,,,,,
0.00578112,4,,,,,,,
0.00549207,4,,,,,,,
0.00521746,4,,,,,,,
0.00495659,4,,,,,,,
0.00470876,4,,,,,,,
0.00447332,4,,,,,,,
0.00424966,4,,,,,,,
0.00403717,4,,,,,,,
0.00383531,4,,,,,,,
0.00364355,4,,,,,,,
0.00346137,4,,,,,,,
0.0032883,4,,,,,,,
0.00312389,4,,,,,,,
0.00296769,4,,,,,,,
0.00281931,4,,,,,,,
0.00267834,4,,,,,,,
0.00254443,4,,,,,,,
0.0024172,4,,,,,,,
0.00229634,4,,,,,,,
0.00218153,4,,,,,,,
0.00207245,4,,,,,,,
0.00196883,4,,,,,,,
0.00187039,4,,,,,,,
0.00177687,4,,,,,,,
0.00168802,4,,,,,,,
0.00160362,4,,,,,,,
0.00152344,4,,,,,,,
0.00144727,4,,,,,,,
0.00137491,4,,,,,,,
0.00130616,4,,,,,,,
0.00124085,4,,,,,,,
0.00117881,4,,,,,,,
0.00111987,4,,,,,,,
0.00106388,4,,,,,,,
0.00101068,4,,,,,,,
0.000960148,4,,,,,,,
0.000912141,4,,,,,,,
0.000866534,4,,,,,,,
0.000823207,4,,,,,,,
0.000782047,4,,,,,,,
0.000742944,4,,,,,,,
0.000705797,4,,,,,,,
0.000670507,4,,,,,,,
0.000636982,4,,,,,,,
0.000605133,4,,,,,,,
0.000574876,4,,,,,,,
0.000546132,4,,,,,,,
0.000518826,4,,,,,,,
0.000492885,4,,,,,,,
0.00046824,4,,,,,,,
0.000444828,4,,,,,,,
0.000422587,4,,,,,,,
0.000401458,4,,,,,,,
0.000381385,4,,,,,,,
0.000362315,4,,,,,,,
0.0003442,4,,,,,,,
0.00032699,4,,,,,,,
0.00031064,4,,,,,,,
0.000295108,4,,,,,,,
0.000280353,4,,,,,,,
0.000266335,4,,,,,,,
0.000253018,4,,,,,,,
0.000240367,4,,,,,,,
0.000228349,4,,,,,,,
0.000216932,4,,,,,,,
0.000206085,4,,,,,,,
0.000195781,4,,,,,,,
0.000185992,4,,,,,,,
0.000176692,4,,,,,,,
0.000167858,4,,,,,,,
0.000159465,4,,,,,,,
0.000151491,4,,,,,,,
0.000143917,4,,,,,,,
0.000136721,4,,,,,,,
0.000129885,4,,,,,,,
0.000123391,4,,,,,,,
0.000117221,4,,,,,,,
0.00011136,4,,,,,,,
0.000105792,4,,,,,,,
0.000100503,4,,,,,,,
9.55E-05,4,,,,,,,
9.07E-05,4,,,,,,,
8.62E-05,4,,,,,,,
8.19E-05,4,,,,,,,
7.78E-05,4,,,,,,,
7.39E-05,4,,,,,,,
7.02E-05,4,,,,,,,
6.67E-05,4,,,,,,,
6.33E-05,4,,,,,,,
6.02E-05,4,,,,,,,
5.72E-05,4,,,,,,,
5.43E-05,4,,,,,,,
5.16E-05,4,,,,,,,
4.90E-05,4,,,,,,,
4.66E-05,4,,,,,,,
4.42E-05,4,,,,,,,
4.20E-05,4,,,,,,,
3.99E-05,4,,,,,,,
3.79E-05,4,,,,,,,
3.60E-05,4,,,,,,,
3.42E-05,4,,,,,,,
3.25E-05,4,,,,,,,
3.09E-05,4,,,,,,,
2.93E-05,4,,,,,,,
2.79E-05,4,,,,,,,
2.65E-05,4,,,,,,,
2.52E-05,4,,,,,,,
2.39E-05,4,,,,,,,
2.27E-05,4,,,,,,,
2.16E-05,4,,,,,,,
2.05E-05,4,,,,,,,
1.95E-05,4,,,,,,,
1.85E-05,4,,,,,,,
1.76E-05,4,,,,,,,
1.67E-05,4,,,,,,,
1.59E-05,4,,,,,,,
1.51E-05,4,,,,,,,
1.43E-05,4,,,,,,,
1.36E-05,4,,,,,,,
1.29E-05,4,,,,,,,
1.23E-05,4,,,,,,,
1.17E-05,4,,,,,,,
1.11E-05,4,,,,,,,
1.05E-05,4,,,,,,,
9.99E-06,4,,,,,,,
9.49E-06,4,,,,,,,
9.02E-06,4,,,,,,,
