Temperature,TotalWireLength,,Cooling  Rate,0.95,0.9,0.85,0.8,0.75
19.9384,82,,,,,,,
18.9415,77,,,,,,,
17.9944,81,,,,,,,
17.0947,102,,,,,,,
16.24,81,,,,,,,
15.428,85,,,,,,,
14.6566,85,,,,,,,
13.9237,93,,,,,,,
13.2276,76,,,,,,,
12.5662,72,,,,,,,
11.9379,95,,,,,,,
11.341,101,,,,,,,
10.7739,74,,,,,,,
10.2352,90,,,,,,,
9.72347,70,,,,,,,
9.23729,78,,,,,,,
8.77543,76,,,,,,,
8.33666,77,,,,,,,
7.91982,81,,,,,,,
7.52383,82,,,,,,,
7.14764,85,,,,,,,
6.79026,87,,,,,,,
6.45075,77,,,,,,,
6.12821,90,,,,,,,
5.8218,88,,,,,,,
5.53071,77,,,,,,,
5.25417,77,,,,,,,
4.99146,72,,,,,,,
4.74189,83,,,,,,,
4.5048,77,,,,,,,
4.27956,70,,,,,,,
4.06558,75,,,,,,,
3.8623,73,,,,,,,
3.66919,72,,,,,,,
3.48573,72,,,,,,,
3.31144,69,,,,,,,
3.14587,77,,,,,,,
2.98857,80,,,,,,,
2.83915,66,,,,,,,
2.69719,61,,,,,,,
2.56233,79,,,,,,,
2.43421,67,,,,,,,
2.3125,66,,,,,,,
2.19688,61,,,,,,,
2.08703,61,,,,,,,
1.98268,67,,,,,,,
1.88355,64,,,,,,,
1.78937,59,,,,,,,
1.6999,67,,,,,,,
1.61491,67,,,,,,,
1.53416,69,,,,,,,
1.45745,64,,,,,,,
1.38458,66,,,,,,,
1.31535,55,,,,,,,
1.24958,48,,,,,,,
1.1871,60,,,,,,,
1.12775,56,,,,,,,
1.07136,59,,,,,,,
1.01779,51,,,,,,,
0.966904,60,,,,,,,
0.918559,54,,,,,,,
0.872631,50,,,,,,,
0.828999,47,,,,,,,
0.787549,46,,,,,,,
0.748172,49,,,,,,,
0.710763,55,,,,,,,
0.675225,47,,,,,,,
0.641464,46,,,,,,,
0.609391,50,,,,,,,
0.578921,47,,,,,,,
0.549975,48,,,,,,,
0.522476,47,,,,,,,
0.496353,40,,,,,,,
0.471535,41,,,,,,,
0.447958,41,,,,,,,
0.42556,44,,,,,,,
0.404282,44,,,,,,,
0.384068,44,,,,,,,
0.364865,40,,,,,,,
0.346621,40,,,,,,,
0.32929,41,,,,,,,
0.312826,38,,,,,,,
0.297185,39,,,,,,,
0.282325,38,,,,,,,
0.268209,37,,,,,,,
0.254799,39,,,,,,,
0.242059,39,,,,,,,
0.229956,37,,,,,,,
0.218458,37,,,,,,,
0.207535,36,,,,,,,
0.197158,35,,,,,,,
0.1873,35,,,,,,,
0.177935,35,,,,,,,
0.169039,35,,,,,,,
0.160587,35,,,,,,,
0.152557,35,,,,,,,
0.144929,35,,,,,,,
0.137683,35,,,,,,,
0.130799,35,,,,,,,
0.124259,35,,,,,,,
0.118046,35,,,,,,,
0.112144,35,,,,,,,
0.106536,35,,,,,,,
0.10121,35,,,,,,,
0.0961492,35,,,,,,,
0.0913417,35,,,,,,,
0.0867746,35,,,,,,,
0.0824359,35,,,,,,,
0.0783141,35,,,,,,,
0.0743984,35,,,,,,,
0.0706785,35,,,,,,,
0.0671446,35,,,,,,,
0.0637873,35,,,,,,,
0.060598,35,,,,,,,
0.0575681,35,,,,,,,
0.0546897,35,,,,,,,
0.0519552,35,,,,,,,
0.0493574,35,,,,,,,
0.0468896,35,,,,,,,
0.0445451,35,,,,,,,
0.0423178,35,,,,,,,
0.0402019,35,,,,,,,
0.0381918,35,,,,,,,
0.0362822,35,,,,,,,
0.0344681,35,,,,,,,
0.0327447,35,,,,,,,
0.0311075,35,,,,,,,
0.0295521,35,,,,,,,
0.0280745,35,,,,,,,
0.0266708,35,,,,,,,
0.0253372,35,,,,,,,
0.0240704,35,,,,,,,
0.0228669,35,,,,,,,
0.0217235,35,,,,,,,
0.0206373,35,,,,,,,
0.0196055,35,,,,,,,
0.0186252,35,,,,,,,
0.0176939,35,,,,,,,
0.0168092,35,,,,,,,
0.0159688,35,,,,,,,
0.0151703,35,,,,,,,
0.0144118,35,,,,,,,
0.0136912,35,,,,,,,
0.0130067,35,,,,,,,
0.0123563,35,,,,,,,
0.0117385,35,,,,,,,
0.0111516,35,,,,,,,
0.010594,35,,,,,,,
0.0100643,35,,,,,,,
0.0095611,35,,,,,,,
0.00908305,35,,,,,,,
0.00862889,35,,,,,,,
0.00819745,35,,,,,,,
0.00778758,35,,,,,,,
0.0073982,35,,,,,,,
0.00702829,35,,,,,,,
0.00667687,35,,,,,,,
0.00634303,35,,,,,,,
0.00602588,35,,,,,,,
0.00572458,35,,,,,,,
0.00543835,35,,,,,,,
0.00516644,35,,,,,,,
0.00490812,35,,,,,,,
0.00466271,35,,,,,,,
0.00442957,35,,,,,,,
0.0042081,35,,,,,,,
0.00399769,35,,,,,,,
0.00379781,35,,,,,,,
0.00360792,35,,,,,,,
0.00342752,35,,,,,,,
0.00325614,35,,,,,,,
0.00309334,35,,,,,,,
0.00293867,35,,,,,,,
0.00279174,35,,,,,,,
0.00265215,35,,,,,,,
0.00251954,35,,,,,,,
0.00239356,35,,,,,,,
0.00227389,35,,,,,,,
0.00216019,35,,,,,,,
0.00205218,35,,,,,,,
0.00194957,35,,,,,,,
0.00185209,35,,,,,,,
0.00175949,35,,,,,,,
0.00167152,35,,,,,,,
0.00158794,35,,,,,,,
0.00150854,35,,,,,,,
0.00143312,35,,,,,,,
0.00136146,35,,,,,,,
0.00129339,35,,,,,,,
0.00122872,35,,,,,,,
0.00116728,35,,,,,,,
0.00110892,35,,,,,,,
0.00105347,35,,,,,,,
0.0010008,35,,,,,,,
0.000950758,35,,,,,,,
0.00090322,35,,,,,,,
0.000858059,35,,,,,,,
0.000815156,35,,,,,,,
0.000774399,35,,,,,,,
0.000735679,35,,,,,,,
0.000698895,35,,,,,,,
0.00066395,35,,,,,,,
0.000630752,35,,,,,,,
0.000599215,35,,,,,,,
0.000569254,35,,,,,,,
0.000540791,35,,,,,,,
0.000513752,35,,,,,,,
0.000488064,35,,,,,,,
0.000463661,35,,,,,,,
0.000440478,35,,,,,,,
0.000418454,35,,,,,,,
0.000397531,35,,,,,,,
0.000377655,35,,,,,,,
0.000358772,35,,,,,,,
0.000340833,35,,,,,,,
0.000323792,35,,,,,,,
0.000307602,35,,,,,,,
0.000292222,35,,,,,,,
0.000277611,35,,,,,,,
0.00026373,35,,,,,,,
0.000250544,35,,,,,,,
0.000238017,35,,,,,,,
0.000226116,35,,,,,,,
0.00021481,35,,,,,,,
0.00020407,35,,,,,,,
0.000193866,35,,,,,,,
0.000184173,35,,,,,,,
0.000174964,35,,,,,,,
0.000166216,35,,,,,,,
0.000157905,35,,,,,,,
0.00015001,35,,,,,,,
0.000142509,35,,,,,,,
0.000135384,35,,,,,,,
0.000128615,35,,,,,,,
0.000122184,35,,,,,,,
0.000116075,35,,,,,,,
0.000110271,35,,,,,,,
0.000104758,35,,,,,,,
9.95196e-05,35,,,,,,,
9.45436e-05,35,,,,,,,
8.98165e-05,35,,,,,,,
8.53256e-05,35,,,,,,,
8.10594e-05,35,,,,,,,
7.70064e-05,35,,,,,,,
7.31561e-05,35,,,,,,,
6.94983e-05,35,,,,,,,
6.60234e-05,35,,,,,,,
6.27222e-05,35,,,,,,,
5.95861e-05,35,,,,,,,
5.66068e-05,35,,,,,,,
5.37764e-05,35,,,,,,,
5.10876e-05,35,,,,,,,
4.85332e-05,35,,,,,,,
4.61066e-05,35,,,,,,,
4.38012e-05,35,,,,,,,
4.16112e-05,35,,,,,,,
3.95306e-05,35,,,,,,,
3.75541e-05,35,,,,,,,
3.56764e-05,35,,,,,,,
3.38926e-05,35,,,,,,,
3.21979e-05,35,,,,,,,
3.0588e-05,35,,,,,,,
2.90586e-05,35,,,,,,,
2.76057e-05,35,,,,,,,
2.62254e-05,35,,,,,,,
2.49142e-05,35,,,,,,,
2.36684e-05,35,,,,,,,
2.2485e-05,35,,,,,,,
2.13608e-05,35,,,,,,,
2.02927e-05,35,,,,,,,
